CONTROL,RMOV,XCOND,XCOOP,XCOST,XHEAD,XINUS,XPER,XREL,XTEN,XUNIT,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'544150093055',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'544336653056',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'544929970149',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'545150193052',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'545150353052',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'545150503052',1,'-8','-6','-7','-8','-9',-8,'-6','2','1','1','-9','1','-9','-9','-9'
'545357910141',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'545711180144',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'545853740145',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'545853900145',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'546336113059',1,'3','-6','3','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'546711100141',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'546711433054',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'546853760142',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'547037150149',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'547150870145',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'547336213056',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'547357620144',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'547853380148',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'547853530148',1,'3','-6','1','2','-9',5,'2','2','1','1','-9','-9','-9','-9','-9'
'547929780149',1,'3','-6','1','2','-9',-7,'1','2','1','1','-9','-9','-9','-9','-9'
'547929780149',2,'3','-6','1','2','-9',-7,'2','2','2','2','-9','-9','-9','-9','-9'
'548336563053',1,'4','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'548711223057',1,'3','-6','1','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'548711223057',2,'3','-6','2','2','-9',3,'1','2','2','2','-9','-9','-9','-9','-9'
'548853300145',1,'3','-6','2','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'548853300145',2,'3','-6','-7','2','-9',5,'1','2','1','2','-9','-9','-9','-9','-9'
'549336173050',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'549711570241',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'549929093053',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'550150423055',1,'3','-6','3','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'550150500142',1,'4','-6','3','1','-9',2,'-6','2','-7','1','-9','1','-9','-9','-9'
'550150833055',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'550711013057',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'550929180146',1,'4','-6','3','2','-9',-7,'2','2','2','1','-9','-9','-9','-9','-9'
'550929340146',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'550929413059',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'551853283055',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'551853693055',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'552336873059',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'552711940141',1,'3','-6','3','2','-9',5,'1','2','2','1','-9','-9','-9','-9','-9'
'553336150143',1,'3','-6','1','1','-9',3,'-6','1','3','1','-9','-9','-9','-9','-9'
'553853700148',1,'3','-6','1','2','-9',4,'1','2','2','1','-9','-9','-9','-9','-9'
'553853700148',2,'3','-6','1','2','-9',3,'1','2','2','2','-9','-9','-9','-9','-9'
'553929633059',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'553929883050',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'554288903051',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'554596183050',1,'3','-6','3','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'554596410149',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'554596593050',1,'3','-6','1','2','-9',4,'1','2','2','1','-9','-9','-9','-9','-9'
'554711160144',1,'3','-6','3','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'554929243056',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'554929243056',2,'3','-6','1','2','-9',2,'1','2','3','2','-9','-9','-9','-9','-9'
'555549440145',1,'3','-6','2','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'555596040143',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'555596113056',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'555596113056',2,'2','-6','3','1','-9',2,'-6','1','2','2','-9','-9','-9','-9','-9'
'555711910141',1,'2','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'555929423053',1,'3','-6','2','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'555929833053',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'556288793054',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'556288793054',2,'3','-6','3','1','-9',4,'-6','2','2','2','-9','-9','-9','-9','-9'
'556596060140',1,'2','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'556596060140',2,'2','-6','1','1','-9',2,'-6','1','2','2','-9','-9','-9','-9','-9'
'556596393053',1,'3','-6','1','2','-9',12,'1','1','1','1','-9','-9','-9','-9','-9'
'556929603059',1,'3','-6','-7','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'558288333057',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'558549660145',1,'4','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'558549993058',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'558596400146',1,'3','-6','-7','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'558596400146',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'558596400146',3,'-6','-6','-6','-6','1',-6,'-6','-6','-6','3','-9','-9','-9','1','-9'
'559288353054',1,'3','-6','1','2','-9',3,'1','2','2','1','-9','-9','-9','-9','-9'
'559549270142',1,'2','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'559549680142',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'559549913055',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'560288290147',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'560288600147',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'560596773456',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'560596933050',1,'3','-6','2','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'560711023054',1,'3','-6','3','1','-9',7,'-6','2','1','1','-9','-9','-9','-9','-9'
'560929423056',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'561288210144',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'561502603056',1,'3','-6','1','2','-9',2,'1','1','3','1','-9','-9','-9','-9','-9'
'561596060143',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'561596060143',2,'3','-6','1','2','-9',2,'2','3','1','2','-9','-9','-9','-9','-9'
'561929443053',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'562288640141',1,'3','-6','-7','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'562494540141',1,'3','-6','-7','2','-9',3,'1','2','1','1','-9','-9','-9','-9','-9'
'562711130147',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'562711390147',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'562929623059',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'563288733051',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'563596733150',1,'3','-6','1','2','-9',3,'1','3','1','1','-9','-9','-9','-9','-9'
'563711150144',1,'3','-6','3','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'564037920143',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'564288353057',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'564579843055',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'564596830146',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'564596830146',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'565037213050',1,'3','-6','2','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'565037790149',1,'3','-6','3','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'565494843054',1,'3','-6','1','2','-9',9,'1','2','1','1','-9','-9','-9','-9','-9'
'565549450142',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'565549860142',1,'4','-6','3','2','-9',4,'2','2','1','1','-9','-9','-9','-9','-9'
'565596533053',1,'3','-6','1','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'565670873051',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'566037083056',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'566037710146',1,'3','-6','1','1','-9',1,'-6','2','-8','1','-9','-9','-9','-9','1'
'566129510243',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'566670643057',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'566778760145',1,'3','-6','3','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'567037003053',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'567037990143',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'567288090144',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'567550780148',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'567550780148',2,'3','-6','3','2','-9',2,'2','1','1','2','-9','-9','-9','-9','-9'
'567550940148',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'567579580142',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'567596800146',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'567778780142',1,'3','-6','3','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'567926473058',1,'3','-6','-7','2','-9',2,'1','2','2','1','-9','-9','-9','-9','-9'
'567926633255',1,'3','-6','3','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'568037350149',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'568037350149',2,'3','-6','-7','1','-9',2,'-6','2','1','2','-9','-9','-9','-9','-9'
'568037500149',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'568129700149',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'568129960149',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'568494653054',1,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','-9','1','-9','1','-9'
'568502093053',1,'2','-6','2','2','-9',2,'2','2','1','1','-9','-9','-9','-9','-9'
'568549670142',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'568549743055',1,'2','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'568778300148',1,'-8','-6','-7','-8','-9',-8,'-6','2','-8','1','-9','1','-9','-9','-9'
'569037370146',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'569037853059',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'569129980146',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'569258803054',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'569288513051',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'569502180149',1,'3','-6','1','2','-9',4,'2','3','1','1','-9','-9','-9','-9','-9'
'569502180149',2,'3','-6','1','2','-9',4,'2','3','1','2','-9','-9','-9','-9','-9'
'569550720142',1,'3','-6','1','2','-9',4,'1','2','2','1','-9','-9','-9','-9','-9'
'569596430140',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'569596840140',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'569670770147',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'569670770147',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'569926413052',1,'3','-6','1','2','-9',3,'2','1','1','1','-9','-9','-9','-9','-9'
'570258673454',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'570288943057',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'570494433057',1,'3','-6','3','2','-9',2,'1','2','1','1','-9','-9','-9','-9','-9'
'570579063052',1,'2','-6','1','2','-9',3,'1','2','2','1','-9','-9','-9','-9','-9'
'570579790142',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'570583673256',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'570583673553',1,'3','-6','-7','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'570670390141',1,'3','-6','2','2','-9',3,'2','2','1','1','-9','-9','-9','-9','-9'
'570670540141',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'570670873054',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'570926920145',1,'3','-6','3','-7','-9',-7,'-6','2','1','1','-9','1','-9','-9','-9'
'571037233050',1,'3','-6','-7','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'571037710149',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'571129360246',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'571383510147',1,'3','-6','2','2','-9',4,'2','2','1','1','-9','-9','-9','-9','-9'
'571494863054',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'571549553152',1,'2','-6','1','1','-9',2,'-6','1','2','1','-9','-9','-9','-9','-9'
'571579310148',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'572037003056',1,'3','-6','1','1','-9',3,'-6','3','1','1','-9','-9','-9','-9','-9'
'572273930141',1,'3','-6','1','1','-9',6,'-6','1','2','1','-9','-9','-9','-9','-9'
'572288090147',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'572288983051',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'572383120144',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'572494883051',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'572502633050',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'572550613052',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'572579330145',1,'3','-6','3','2','-9',3,'2','2','1','1','-9','-9','-9','-9','-9'
'572579330145',2,'4','-6','-7','2','-9',-7,'2','2','-7','2','-9','1','-9','-9','-9'
'572596163050',1,'3','-6','-7','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'572596323050',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'572670253057',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'572778780145',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'573037750143',1,'3','-6','-7','2','-9',2,'-7','1','1','1','-9','-9','-9','-9','-9'
'573037910143',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'573319820149',1,'3','-6','1','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'573502720146',1,'3','-6','2','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'573549820245',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'573550700148',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'573926160145',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'573926570145',1,'3','-6','1','2','-9',9,'1','1','1','1','-9','-9','-9','-9','-9'
'574037520149',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'574037520149',2,'3','-6','3','2','-9',2,'2','2','1','2','-9','-9','-9','-9','-9'
'574238150243',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'574273560144',1,'3','-6','1','2','-9',10,'2','2','1','1','-9','-9','-9','-9','-9'
'574273560144',2,'3','-6','-7','2','-9',-7,'2','2','2','2','-9','-9','-9','-9','-9'
'574319030243',1,'3','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'574549280142',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'574550720145',1,'3','-6','3','-9','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'574926823055',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'575037960146',1,'2','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'575150200645',1,'3','-6','1','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'575150613052',1,'2','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'575336200546',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'575336943053',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'575494443051',1,'3','-6','-7','-8','-9',-8,'-6','2','-8','1','-9','1','-9','-9','-9'
'575494853051',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'575502293050',1,'1','1','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'575502603050',1,'3','-6','3','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'575583190140',1,'3','-6','2','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'575583350140',1,'3','-6','-7','1','-9',2,'-6','2','-8','1','-9','-9','-9','-9','-9'
'575670223057',1,'3','-6','1','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'575670223057',2,'3','-6','1','1','-9',6,'-6','2','2','2','-9','-9','-9','-9','-9'
'575778910145',1,'3','-6','1','-7','-9',-7,'-6','2','2','1','-9','-9','-9','-9','-9'
'575822500144',1,'3','-6','1','2','-9',4,'1','2','2','1','-9','-9','-9','-9','-9'
'575926110148',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'575926370148',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'576086740144',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'576150960148',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'576258520147',1,'2','-6','3','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'576319890149',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'576336070146',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'576336300246',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'576357300147',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'576383370141',1,'3','-6','1','2','-9',2,'1','2','1','1','-9','-9','-9','-9','-9'
'576486380141',1,'4','-6','-7','-7','-9',-7,'-6','2','-7','1','-9','1','-9','-9','-9'
'576494213057',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'576550930148',1,'3','-6','3','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'576579160142',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'576579803055',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'576579803055',2,'3','-6','-7','2','-9',3,'2','2','2','2','-9','-9','-9','-9','-9'
'576670653054',1,'3','-6','3','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'576778770142',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'576778770142',2,'3','-6','2','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'576846230148',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'576903780142',1,'4','-6','-7','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'576926130145',1,'3','-6','1','1','-9',3,'-6','2','3','1','-9','-9','-9','-9','-9'
'576954600240',1,'3','-6','3','2','-9',4,'1','2','2','1','-9','-9','-9','-9','-9'
'577129790149',1,'3','-6','3','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'577129790149',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'577129950149',1,'4','-6','-7','-7','-9',-7,'-6','1','1','1','-9','1','1','-9','-9'
'577258390144',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'577258540144',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'577273530144',1,'2','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'577336243056',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'577336243056',2,'3','-6','2','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'577336653056',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'577357320144',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'577379800144',1,'-8','-6','-7','-8','-9',-8,'-6','2','-8','1','-9','1','-9','-9','-9'
'577379800144',2,'-8','-6','-7','-8','-9',-8,'-6','2','-8','2','-9','1','-9','-9','-9'
'577494643054',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'577577000144',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'577579413052',1,'3','-6','2','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'577579823052',1,'3','-6','3','2','-9',5,'1','2','1','1','-9','-9','-9','-9','-9'
'577778130148',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'577778540148',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'577788910143',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'577926310142',1,'3','-6','1','2','-9',7,'1','2','1','1','-9','-9','-9','-9','-9'
'577926893055',1,'3','-6','3','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'577941750140',1,'3','-6','3','1','-9',2,'-6','3','2','1','-9','-9','-9','-9','-9'
'577963110146',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'577963520146',1,'2','-6','1','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'578005330141',1,'4','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'578005580141',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'578005580141',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'578005580141',3,'3','-6','3','2','-9',2,'1','2','2','3','-9','-9','-9','-9','-9'
'578005990241',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'578037843059',1,'3','-6','-7','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'578045940145',1,'4','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'578053590140',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'578150410142',1,'2','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'578150820142',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'578206390443',1,'3','-6','2','2','-9',9,'1','2','2','1','-9','-9','-9','-9','-9'
'578206390443',2,'3','-6','2','2','-9',9,'1','2','2','2','-9','-9','-9','-9','-9'
'578242390542',1,'3','-6','3','2','-9',4,'1','2','2','1','-9','-9','-9','-9','-9'
'578258310141',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'578258483054',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'578267950147',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'578321300146',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'578321550146',1,'3','-6','2','2','-9',3,'1','2','1','1','-9','-9','-9','-9','-9'
'578336183053',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'578336183053',2,'3','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'578357590141',1,'3','-6','2','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'578357820241',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'578357903054',1,'3','-6','1','1','-9',6,'-6','2','1','1','-9','-9','-9','-9','-9'
'578379820141',1,'3','-6','1','2','-9',4,'2','2','2','1','-9','-9','-9','-9','-9'
'578379820141',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
